id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
russebr01,"December 31, 1970","San Bernardino, California",1.3,43.1,36.9,75.0,841.0,12.6,7.9,3.5,47.4,49.6,"California State University, Long Beach",45th overall,2nd round,Utah Jazz,1993.0,6-7,"San Bernardino in San Bernardino, California",Bryon Russell,Shooting Guard and Small Forward,Right,225lb,1985115.46
russeda01,"February 23, 1996","Louisville, Kentucky",5.1,41.9,35.3,76.2,272.0,16.0,16.5,3.7,6.6,49.2,Ohio State University,2nd overall,1st round,Los Angeles Lakers,2015.0,6-5,"Montverde Academy in Montverde, Florida",D'Angelo Russell,Point Guard,Left,198lb,5332760.0
sacrero01,"June 6, 1989","Baton Rouge, Louisiana",0.7,43.6,0.0,67.1,189.0,10.8,4.2,3.1,2.4,43.6,Gonzaga University,60th overall,2nd round,Los Angeles Lakers,2012.0,7-0,"Handsworth Secondary School in Vancouver, Canada",Robert Sacre,Center,Right,270lb,789766.75
sallejo01,"May 16, 1964","Brooklyn, New York",1.2,50.6,21.4,71.4,748.0,12.8,7.0,4.5,41.5,50.6,Georgia Institute of Technology,11th overall,1st round,Detroit Pistons,1986.0,6-11,"Canarsie in Brooklyn, New York",John Salley,Center and Power Forward,Right,230lb,1553300.0
salmojo01,"December 12, 1979","Philadelphia, Pennsylvania",2.4,43.1,36.6,79.9,895.0,12.1,9.3,2.9,33.9,48.3,University of Miami,26th overall,1st round,San Antonio Spurs,2002.0,6-7,"Plymouth-Whitemarsh in Plymouth Meeting, Pennsylvania",John Salmons,Shooting Guard and Small Forward and Point Guard,Right,210lb,4214914.36
sampsra01,"July 7, 1960","Harrisonburg, Virginia",2.3,48.6,17.2,66.1,456.0,16.0,15.4,8.8,20.1,48.7,University of Virginia,1st overall,1st round,Houston Rockets,1983.0,7-4,"Harrisonburg in Harrisonburg, Virginia",Ralph Sampson,Power Forward and Center,Right,228lb,1916000.0
sandela01,"November 21, 1988","Fort Pierce, Florida",0.7,48.0,0.0,55.3,238.0,15.4,6.4,5.7,10.3,48.0,Virginia Commonwealth University,15th overall,1st round,Milwaukee Bucks,2010.0,6-11,"Port St. Lucie in Port St. Lucie, Florida",Larry Sanders,Power Forward and Center,Right,235lb,2827041.22
sandemi01,"May 7, 1960","Vidalia, Louisiana",1.4,48.2,22.1,76.9,648.0,11.9,8.0,3.0,17.9,48.4,"University of California, Los Angeles",74th overall,4th round,Kansas City Kings,1982.0,6-6,"DeRidder in DeRidder, Louisiana",Mike Sanders,Small Forward,Right,210lb,490000.0
sasseje01,"February 13, 1979","Dallas, Texas",0.8,30.3,29.5,68.7,82.0,8.3,2.5,2.3,0.7,33.3,Southern Methodist University,22nd overall,1st round,Orlando Magic,2001.0,6-6,"Justin F. Kimball in Dallas, Texas",Jeryl Sasser,Shooting Guard,Right,200lb,999003.0
scalabr01,"March 18, 1978","Long Beach, California",0.8,39.0,34.4,78.3,520.0,7.7,3.1,2.0,7.6,45.0,University of Southern California,35th overall,2nd round,New Jersey Nets,2001.0,6-9,"Enumclaw in Enumclaw, Washington",Brian Scalabrine,Power Forward and Center,Right,241lb,1829698.91
schayda01,"May 10, 1959","Syracuse, New York",1.1,48.1,13.3,80.6,1138.0,13.4,7.7,5.0,48.8,48.1,Syracuse University,13th overall,1st round,Utah Jazz,1981.0,6-11,"Jamesville-DeWitt in DeWitt, New York",Danny Schayes,Center and Power Forward,Right,235lb,935626.07
schefst01,"September 3, 1967","Grand Rapids, Michigan",0.1,55.8,20.0,75.9,174.0,13.5,1.9,1.0,2.9,56.0,Purdue University,39th overall,2nd round,Charlotte Hornets,1990.0,6-9,"Forest Hills Northern in Grand Rapids, Michigan",Steve Scheffler,Center,Left,250lb,234285.71
schindw01,"October 14, 1968","Brandon, Florida",0.4,40.4,12.5,63.8,217.0,9.4,2.7,2.5,1.0,40.5,University of Florida,24th overall,1st round,San Antonio Spurs,1990.0,7-1,"Brandon in Brandon, Florida",Dwayne Schintzius,Center,Right,260lb,610055.56
schoeru01,"April 16, 1960","Trenton, Illinois",0.6,43.5,33.5,75.1,290.0,11.1,5.1,2.5,4.5,45.7,University of Tennessee at Chattanooga,45th overall,2nd round,Philadelphia 76ers,1982.0,6-10,"Wesclin in Trenton, Illinois",Russ Schoene,Power Forward,Right,210lb,262500.0
schrede01,"January 21, 1963","Leverkusen, Germany",3.4,49.1,38.4,80.3,1136.0,17.2,13.9,6.2,109.5,51.3,University of Washington,8th overall,1st round,Dallas Mavericks,1985.0,6-9,"Centralia in Centralia, Washington",Detlef Schrempf,Small Forward and Power Forward,Right,214lb,2175595.21
scottal01,"September 14, 1955","Cleveland, Tennessee",1.4,48.1,20.0,73.3,627.0,11.3,4.9,3.2,23.0,48.2,Oral Roberts University,136th overall,7th round,Phoenix Suns,1977.0,6-7,"Bradley in Cleveland, Tennessee",Alvin Scott,Small Forward,Right,185lb,120000.0
scottby01,"March 28, 1961","Ogden, Utah",2.5,48.2,37.0,83.3,1073.0,15.5,14.1,2.8,75.2,51.4,Arizona State University,4th overall,1st round,San Diego Clippers,1983.0,6-3,"Morningside in Inglewood, California",Byron Scott,Point Guard and Shooting Guard,Right,195lb,875192.31
scottde01,"September 5, 1968","Hagerstown, Maryland",2.1,41.7,39.7,79.3,629.0,13.4,12.9,2.8,33.4,50.2,Georgia Institute of Technology,4th overall,1st round,Orlando Magic,1990.0,6-8,"Flint Hill School in Oakton, Virginia",Dennis Scott,Small Forward and Shooting Guard,Right,229lb,2091250.0
scottmi01,"July 16, 1988","Chesapeake, Virginia",0.9,46.4,36.4,75.5,436.0,13.2,7.1,3.1,13.3,53.3,University of Virginia,43rd overall,2nd round,Atlanta Hawks,2012.0,6-8,"Deep Creek in Chesapeake, Virginia",Mike Scott,Power Forward,Right,237lb,2122309.67
scottsh01,"June 16, 1972","New York, New York",0.2,46.4,-,46.5,105.0,13.1,1.8,2.2,1.3,46.4,St. John's University,43rd overall,2nd round,Portland Trail Blazers,1994.0,6-10,"All Hallows in Bronx, New York",Shawnelle Scott,Center,Right,250lb,484837.5
scurrca01,"December 4, 1962","Brooklyn, New York",1.1,48.0,25.0,66.6,180.0,14.1,4.7,2.9,5.3,48.6,Long Island University,37th overall,2nd round,Utah Jazz,1985.0,6-7,"Alexander Hamilton in Brooklyn, New York",Carey Scurry,Small Forward,Right,188lb,70000.0
sealyma01,"February 1, 1970","Bronx, New York",1.7,42.6,29.2,80.9,493.0,13.6,10.1,3.2,17.1,44.4,St. John's University,14th overall,1st round,Indiana Pacers,1992.0,6-8,"Saint Nicholas of Tolentine in Bronx, New York",Malik Sealy,Small Forward and Shooting Guard,Right,190lb,1193750.0
seikaro01,"May 10, 1965","Beirut, Lebanon",1.3,48.4,18.8,67.9,678.0,15.7,14.7,9.5,37.3,48.4,Syracuse University,9th overall,1st round,Miami Heat,1988.0,6-11,"American School in Athens, Greece",Rony Seikaly,Center,Right,230lb,2768100.0
sellebr01,"December 17, 1962","Warrensville Heights, Ohio",1.1,45.2,20.0,79.3,398.0,11.1,6.3,2.7,9.8,45.4,"University of Wisconsin, Ohio State University",9th overall,1st round,Chicago Bulls,1986.0,7-0,"Warrensville Heights in Warrensville Heights, Ohio",Brad Sellers,Power Forward and Small Forward,Right,210lb,540457.5
sesayan01,"July 29, 1976","Greensboro, North Carolina",0.5,43.4,27.6,64.0,127.0,11.1,3.2,1.8,1.4,44.5,University of Mississippi,30th overall,2nd round,Dallas Mavericks,1998.0,6-9,"Willowridge in Houston, Texas",Ansu Sesay,Small Forward,Left,225lb,562776.67
sessira01,"April 11, 1986","Myrtle Beach, South Carolina",4.1,43.4,31.6,79.1,691.0,15.9,10.3,2.7,28.8,45.3,"University of Nevada, Reno",56th overall,2nd round,Milwaukee Bucks,2007.0,6-3,"Myrtle Beach in Myrtle Beach, South Carolina",Ramon Sessions,Point Guard and Shooting Guard,Right,190lb,2929349.42
shackch01,"April 22, 1966","Kinston, North Carolina",0.6,48.3,0.0,65.4,303.0,13.1,5.4,4.8,7.3,48.3,North Carolina State University,32nd overall,2nd round,New Jersey Nets,1988.0,6-10,"Kinston in Kinston, North Carolina",Charles Shackleford,Power Forward and Center,Right,225lb,963000.0
shaskjo01,"July 31, 1964","Birmingham, Michigan",0.3,46.6,0.0,65.5,136.0,11.8,3.8,2.8,2.5,46.6,University of Minnesota,61st overall,3rd round,Utah Jazz,1986.0,6-11,"Brother Rice in Birmingham, Michigan",John Shasky,Center,Right,235lb,168750.0
shawbr01,"March 22, 1966","Oakland, California",4.2,40.3,30.4,78.2,943.0,11.7,6.9,3.4,23.8,43.7,"Saint Mary's College of California, University of California, Santa Barbara",24th overall,1st round,Boston Celtics,1988.0,6-6,"Bishop O'Dowd in Oakland, California",Brian Shaw,Point Guard and Shooting Guard,Right,190lb,1774832.19
sheltlo01,"October 19, 1955","Bakersfield, California",2.2,49.2,9.7,73.8,673.0,14.2,12.0,6.1,37.5,49.2,Oregon State University,25th overall,2nd round,New York Knicks,1976.0,6-8,"Foothill in Bakersfield, California",Lonnie Shelton,Power Forward,Right,240lb,407500.0
shortpu01,"July 2, 1957","Hattiesburg, Mississippi",2.5,47.4,28.2,82.4,842.0,16.9,17.3,4.3,51.1,47.9,Jackson State University,5th overall,1st round,Golden State Warriors,1978.0,6-7,"Blair in Hattiesburg, Mississippi",Purvis Short,Power Forward and Small Forward and Shooting Guard,Right,210lb,528750.0
shumpim01,"June 26, 1990","Oak Park, Illinois",1.9,39.3,34.0,76.6,446.0,9.8,7.3,3.4,12.9,47.1,Georgia Institute of Technology,17th overall,1st round,New York Knicks,2011.0,6-5,"Oak Park and River Forest in Oak Park, Illinois",Iman Shumpert,Shooting Guard and Point Guard,Right,215lb,5228756.29
siakapa01,"April 2, 1994","Douala, Cameroon",2.0,53.1,30.9,74.3,216.0,16.1,10.1,5.1,15.5,56.4,New Mexico State University,27th overall,1st round,Toronto Raptors,2016.0,6-9,"God's Academy in Lewisville, Texas",Pascal Siakam,Power Forward,Right,230lb,1254325.5
sichtje01,"November 29, 1956","Martinsville, Indiana",3.3,50.7,27.1,85.7,598.0,11.7,6.9,1.4,21.2,51.3,Purdue University,82nd overall,4th round,Golden State Warriors,1979.0,6-1,"Martinsville in Martinsville, Indiana",Jerry Sichting,Point Guard,Right,168lb,192000.0
sikmaja01,"November 14, 1955","Kankakee, Illinois",3.2,46.4,32.8,84.9,1107.0,17.3,15.6,9.8,112.5,47.1,Illinois Wesleyan University,8th overall,1st round,Seattle SuperSonics,1977.0,6-11,"Saint Anne in Saint Anne, Illinois",Jack Sikma,Center,Right,230lb,1458166.67
simmobe01,"July 20, 1996","Melbourne, Australia",7.9,55.4,0.0,58.3,160.0,20.0,16.4,8.5,17.5,55.4,Louisiana State University,1st overall,1st round,Philadelphia 76ers,2016.0,6-10,"Montverde Academy in Montverde, Florida",Ben Simmons,Point Guard,Left,230lb,6036000.0
simmobo01,"June 2, 1980","Chicago, Illinois",1.5,43.7,39.6,82.3,466.0,12.9,9.0,3.8,20.1,49.0,DePaul University,42nd overall,2nd round,Seattle SuperSonics,2001.0,6-7,"Simeon Career Academy in Chicago, Illinois",Bobby Simmons,Shooting Guard and Power Forward and Small Forward,Right,210lb,4199653.5
simmoli01,"November 14, 1968","Philadelphia, Pennsylvania",3.3,43.3,30.5,77.1,454.0,14.7,12.8,6.2,16.9,43.7,La Salle University,7th overall,1st round,Sacramento Kings,1990.0,6-7,"South Philadelphia in Philadelphia, Pennsylvania",Lionel Simmons,Small Forward,Right,210lb,2381377.78
simpkdi01,"April 6, 1972","Fort Washington, Maryland",0.9,44.0,22.2,61.8,327.0,9.5,4.2,3.6,4.7,44.1,Providence College,21st overall,1st round,Chicago Bulls,1994.0,6-9,"Friendly in Fort Washington, Maryland",Dickey Simpkins,Power Forward and Center,Right,248lb,882698.33
singlky01,"May 4, 1988","Medford, Oregon",0.8,41.8,36.2,78.6,356.0,9.5,6.5,2.9,10.0,49.3,Duke University,33rd overall,2nd round,Detroit Pistons,2011.0,6-8,"South Medford in Medford, Oregon",Kyle Singler,Small Forward,Right,228lb,2939833.33
singlch01,"November 21, 1989","Canton, Georgia",0.6,37.6,31.9,63.3,148.0,8.2,4.1,3.2,2.3,42.3,Florida State University,18th overall,1st round,Washington Wizards,2011.0,6-8,"Dunwoody in Dunwoody, Georgia",Chris Singleton,Small Forward and Power Forward,Right,230lb,1566680.0
skilesc01,"March 5, 1964","LaPorte, Indiana",6.5,43.5,37.9,88.9,600.0,14.4,11.1,2.5,30.4,48.5,Michigan State University,22nd overall,1st round,Milwaukee Bucks,1986.0,6-1,"Plymouth in Plymouth, Indiana",Scott Skiles,Point Guard,Right,180lb,1127428.57
skinnbr01,"May 19, 1976","Temple, Texas",0.5,49.4,33.3,56.6,608.0,12.0,4.7,4.7,15.8,49.4,Baylor University,22nd overall,1st round,Los Angeles Clippers,1998.0,6-9,"Temple in Temple, Texas",Brian Skinner,Center and Power Forward,Right,255lb,1777323.29
smartma01,"March 6, 1994","Flower Mound, Texas",3.9,37.2,31.0,76.4,341.0,11.8,9.3,3.5,16.2,45.1,Oklahoma State University,6th overall,1st round,Boston Celtics,2014.0,6-4,"Edward S. Marcus in Flower Mound, Texas",Marcus Smart,Shooting Guard and Point Guard,Right,220lb,3707815.0
smithch01,"July 16, 1965","Bridgeport, Connecticut",1.4,47.5,19.4,77.4,564.0,15.7,14.4,5.8,40.9,47.7,University of Pittsburgh,3rd overall,1st round,Philadelphia 76ers,1988.0,6-10,"Warren Harding in Bridgeport, Connecticut",Charles Smith,Power Forward and Small Forward,Right,230lb,2496028.6
smithch04,"August 22, 1975","Fort Worth, Texas",0.9,40.9,28.8,60.6,142.0,11.5,5.1,1.4,1.5,45.9,University of New Mexico,26th overall,1st round,Miami Heat,1997.0,6-4,"Dunbar in Fort Worth, Texas",Charles Smith,Shooting Guard,Right,194lb,670941.33
smithch03,"May 17, 1970","Bridgeport, Connecticut",2.8,43.5,36.6,71.3,224.0,10.7,5.1,1.3,3.2,46.6,University of Connecticut,34th overall,2nd round,Minnesota Timberwolves,1992.0,6-3,"Kolbe Cathedral in Bridgeport, Connecticut",Chris Smith,Shooting Guard and Point Guard,Right,190lb,275000.0
smithcr01,"November 10, 1983","Inglewood, California",0.8,55.3,3.7,66.1,403.0,16.2,7.6,3.9,16.0,55.3,Boston College,36th overall,2nd round,Minnesota Timberwolves,2006.0,6-7,"Fairfax in Los Angeles, California",Craig Smith,Power Forward,Right,250lb,1565475.67
smithde03,"November 25, 1997","Fayetteville, North Carolina",5.0,40.7,31.6,66.8,122.0,12.6,14.5,3.4,-0.7,45.9,North Carolina State University,9th overall,1st round,Dallas Mavericks,2017.0,6-3,"Trinity Christian in Fayetteville, North Carolina",Dennis Smith Jr.,Point Guard,Right,195lb,3218280.0
smithde02,"November 1, 1961","Hogansville, Georgia",2.1,49.9,29.4,75.3,408.0,15.1,12.8,3.2,18.3,50.4,University of Louisville,35th overall,2nd round,Golden State Warriors,1982.0,6-6,"Hogansville in Hogansville, Georgia",Derek Smith,Shooting Guard and Small Forward,Right,205lb,583000.0
smithdo03,"September 17, 1969","Detroit, Michigan",1.4,42.5,8.3,77.3,296.0,11.7,8.0,4.2,3.0,42.6,University of Missouri,6th overall,1st round,Dallas Mavericks,1991.0,6-10,"MacKenzie in Detroit, Michigan",Doug Smith,Power Forward,Right,220lb,1479000.0
smithja01,"February 12, 1977","Atlanta, Georgia",0.6,41.3,12.5,69.0,108.0,9.7,3.0,1.6,1.3,41.4,Louisiana State University,45th overall,2nd round,Sacramento Kings,2000.0,6-11,"Booker T. Washington in Atlanta, Georgia",Jabari Smith,Center and Power Forward,Right,250lb,535386.0
smithja02,"March 2, 1986","Greeley, Colorado",0.7,46.8,33.3,78.3,616.0,12.9,6.1,3.4,14.1,48.0,Colorado State University,20th overall,1st round,Miami Heat,2007.0,7-0,"Platte Valley in Kersey, Colorado",Jason Smith,Center and Power Forward,Right,240lb,2860908.45
smithjo02,"July 26, 1975","Norfolk, Virginia",1.0,45.5,23.8,79.0,1030.0,15.4,10.9,6.4,60.3,45.6,University of Maryland,1st overall,1st round,Golden State Warriors,1995.0,6-10,"Maury in Norfolk, Virginia",Joe Smith,Small Forward and Center and Power Forward,Right,225lb,3826299.75
smithke01,"March 8, 1965","Queens, New York",5.5,48.0,39.9,82.9,737.0,14.9,12.8,2.0,46.8,52.5,University of North Carolina,6th overall,1st round,Sacramento Kings,1987.0,6-3,"Archbishop Molloy in Jamaica, New York",Kenny Smith,Point Guard,Right,170lb,1463566.67
smithla02,"April 3, 1969","Bay City, Texas",2.2,43.2,29.8,81.3,183.0,10.8,6.7,1.5,1.5,44.6,University of Louisville,19th overall,1st round,Washington Bullets,1991.0,6-3,"Bay City in Bay City, Texas",LaBradford Smith,Shooting Guard,Right,200lb,773333.33
smithla01,"January 18, 1958","Rolling Fork, Mississippi",1.1,53.1,0.0,53.1,883.0,12.6,6.7,9.2,46.0,53.1,Alcorn State University,24th overall,2nd round,Golden State Warriors,1980.0,6-8,"Simmons in Hollandale, Mississippi",Larry Smith,Power Forward,Right,215lb,621000.0
smithmi01,"May 19, 1965","Rochester, New York",1.0,47.4,15.0,83.5,141.0,14.0,5.0,1.5,1.4,48.1,Brigham Young University,13th overall,1st round,Boston Celtics,1989.0,6-10,"Los Altos in Hacienda Heights, California",Michael Smith,Power Forward,Right,225lb,600000.0
smithmi02,"March 28, 1972","Washington, District of Columbia",1.5,53.8,14.3,52.9,449.0,13.9,5.6,7.1,23.4,53.8,Providence College,35th overall,2nd round,Sacramento Kings,1994.0,6-8,"Dunbar in Washington, District of Columbia",Michael Smith,Power Forward and Small Forward,Left,230lb,1713333.33
smithno01,"July 25, 1988","Louisville, Kentucky",1.2,37.1,26.0,71.4,84.0,7.5,3.3,1.0,-0.8,40.3,Duke University,21st overall,1st round,Portland Trail Blazers,2011.0,6-2,"Oak Hill Academy in Mouth of Wilson, Virginia",Nolan Smith,Point Guard,Right,185lb,1355940.0
smithot01,"January 30, 1964","Jacksonville, Florida",1.8,45.5,25.1,76.2,375.0,15.7,10.5,3.8,12.3,46.2,Jacksonville University,41st overall,2nd round,Denver Nuggets,1986.0,6-5,"Forrest in Jacksonville, Florida",Otis Smith,Small Forward and Shooting Guard,Right,210lb,323750.0
smithst01,"March 31, 1969","Highland Park, Michigan",3.1,44.0,35.8,84.5,942.0,16.1,14.3,3.2,83.7,49.4,Michigan State University,5th overall,1st round,Miami Heat,1991.0,6-7,"Pershing in Detroit, Michigan",Steve Smith,Shooting Guard,Right,200lb,4559135.71
smithto02,"June 14, 1968","Wauwatosa, Wisconsin",1.9,43.1,30.7,69.0,457.0,11.4,5.5,1.6,6.7,45.6,Marquette University,51st overall,2nd round,Los Angeles Lakers,1990.0,6-3,"East in Wauwatosa, Wisconsin",Tony Smith,Point Guard and Shooting Guard,Right,185lb,509642.86
smitsri01,"August 23, 1966","Eindhoven, Netherlands",1.4,50.7,11.5,77.3,867.0,17.9,14.8,6.1,56.6,50.7,Marist College,2nd overall,1st round,Indiana Pacers,1988.0,7-4,"Almonta in Eindhoven, Netherlands",Rik Smits,Center,Right,250lb,3977272.73
smrekmi01,"August 31, 1962","Welland, Canada",0.3,43.1,0.0,61.7,194.0,7.4,2.9,2.2,0.7,43.1,Canisius College,25th overall,2nd round,Portland Trail Blazers,1985.0,7-0,"Eastdale in Port Robinson, Canada",Mike Smrek,Power Forward and Center,Right,250lb,208750.0
snellto01,"November 10, 1991","Los Angeles, California",1.0,42.5,38.2,81.9,442.0,9.0,6.2,2.4,13.5,53.4,University of New Mexico,20th overall,1st round,Chicago Bulls,2013.0,6-7,"King in Riverside, California",Tony Snell,Shooting Guard and Small Forward,Right,213lb,3321415.2
snower01,"April 24, 1973","Canton, Ohio",5.0,42.4,20.8,76.3,846.0,12.2,6.8,2.5,43.4,43.0,Michigan State University,43rd overall,2nd round,Milwaukee Bucks,1995.0,6-3,"McKinley in Canton, Ohio",Eric Snow,Shooting Guard and Point Guard,Right,190lb,3658846.43
snydeki01,"June 5, 1983","Los Angeles, California",1.1,43.8,32.7,69.9,211.0,12.4,6.3,2.3,4.5,47.9,"University of Nevada, Reno",16th overall,1st round,Utah Jazz,2004.0,6-6,"Upland in Upland, California",Kirk Snyder,Power Forward and Shooting Guard and Small Forward,Right,225lb,1667508.25
soberri01,"January 15, 1953","Bronx, New York",4.3,45.9,29.1,84.3,821.0,13.9,13.3,2.6,32.0,46.6,"University of Nevada, Las Vegas",16th overall,1st round,Phoenix Suns,1975.0,6-3,"DeWitt Clinton in Bronx, New York",Ricky Sobers,Shooting Guard and Point Guard,Right,198lb,351000.0
solomwi01,"July 20, 1978","Hartford, Connecticut",2.0,37.8,29.8,69.2,115.0,10.5,5.1,1.1,0.0,44.3,Clemson University,33rd overall,2nd round,Memphis Grizzlies,2001.0,6-1,"East Hartford in East Hartford, Connecticut",Will Solomon,Point Guard and Shooting Guard,Right,185lb,522167.0
songada01,"February 14, 1978","Marijampole, Lithuania",1.2,49.9,15.8,84.4,495.0,13.3,6.9,3.4,15.9,49.9,Wake Forest University,50th overall,2nd round,Boston Celtics,2002.0,6-9,"New Hampton School in New Hampton, New Hampshire",Darius Songaila,Center and Power Forward,Right,248lb,3167241.38
sparrro01,"June 12, 1958","Suffolk, Virginia",5.0,46.6,26.0,79.7,836.0,12.0,9.0,2.1,28.3,47.3,Villanova University,75th overall,4th round,New Jersey Nets,1980.0,6-2,"Eastside in Paterson, New Jersey",Rory Sparrow,Point Guard,Right,175lb,333250.0
speigma01,"August 4, 1987","St. Petersburg, Florida",0.7,45.9,35.6,79.7,705.0,16.7,7.9,4.1,25.8,48.4,University of Florida,16th overall,1st round,Philadelphia 76ers,2008.0,6-10,"Hargrave Military Academy in Chatham, Virginia",Marreese Speights,Power Forward and Center,Right,255lb,2574358.8
spencel01,"December 6, 1969","Atlanta, Georgia",0.7,51.6,0.0,58.0,157.0,9.9,5.9,3.5,0.0,51.6,"University of Georgia, University of Nevada, Las Vegas",25th overall,1st round,Los Angeles Clippers,1992.0,7-0,"Booker T. Washington in Atlanta, Georgia",Elmore Spencer,Center,Left,270lb,939250.0
